,Model Type,seed,Held-out AuROC,Held-out AuPRC,Early Stopping Metric
193,RCSumPoolBias,3578,0.9900330436548567,0.9771921052016908,loss
194,RCWeight,3578,0.990326480618056,0.9778104559740348,loss
195,Siamese,3578,0.9881960745322693,0.9716902372233597,loss
196,Standard,3578,0.9868295755519263,0.9682917413350207,loss
197,AugWithin,3578,0.9840426119295633,0.9622505005251643,loss
198,AugOut100,3578,0.9866048808143717,0.9682511661122636,loss
199,AugOutDouble,3578,0.9832325875593391,0.961678043372296,loss
200,NStandard,3578,0.9862999356896858,0.9682332809299555,loss
201,NAugWithin,3578,0.989031526862249,0.9736320593997768,loss
202,NAugOut100,3578,0.9865987671035819,0.9684412916422673,loss
203,NAugOutDouble,3578,0.9889852615145078,0.9741178601403672,loss
204,RCSumPool,1780,0.9902419569797847,0.9765938177184011,loss
205,RCSumPoolBias,1780,0.9906388933548829,0.9771564697201721,loss
206,RCWeight,1780,0.9899986672533573,0.976823557041472,loss
207,Siamese,1780,0.9873595856215676,0.9701539566855568,loss
208,Standard,1780,0.9860237080819448,0.9667499962108245,loss
209,AugWithin,1780,0.9821845621398411,0.959020203403832,loss
210,AugOut100,1780,0.9863618555218021,0.968388478580466,loss
211,AugOutDouble,1780,0.9835909060138607,0.9611608961511235,loss
212,NStandard,1780,0.987220810733053,0.9694085459812171,loss
213,NAugWithin,1780,0.9876729080108649,0.9708259027365841,loss
214,NAugOut100,1780,0.9852778036335327,0.9661810484816369,loss
215,NAugOutDouble,1780,0.9887411044450274,0.9736243108744521,loss
216,RCSumPool,6117,0.9907035209897019,0.977657285966714,loss
217,RCSumPoolBias,6117,0.9899502018159202,0.9766076102601484,loss
218,RCWeight,6117,0.9906681397395434,0.977827844949505,loss
219,Siamese,6117,0.9882434293475042,0.9723531040116005,loss
220,Standard,6117,0.9876846382967921,0.9707584898134983,loss
221,AugWithin,6117,0.9848611193379422,0.9649550692466325,loss
222,AugOut100,6117,0.9870091261412965,0.9689330317939182,loss
223,AugOutDouble,6117,0.9844183935960467,0.9634271834266939,loss
224,NStandard,6117,0.9866566040769353,0.9689297207498774,loss
225,NAugWithin,6117,0.9887728259305957,0.9736520205066407,loss
226,NAugOut100,6117,0.9870267162815098,0.9700513950238656,loss
227,NAugOutDouble,6117,0.9891445458930249,0.9742170094249459,loss
228,RCSumPool,9295,0.990089770006008,0.9763445675516768,loss
229,RCSumPoolBias,9295,0.9910256860472004,0.9788000591168943,loss
230,RCWeight,9295,0.990570415563096,0.978059364149463,loss
231,Siamese,9295,0.9888021886661533,0.9731309020815927,loss
232,Standard,9295,0.9863722424837321,0.9688945155086007,loss
233,AugWithin,9295,0.9845041865168349,0.9643460850270898,loss
234,AugOut100,9295,0.9864960609932559,0.9682410552818995,loss
235,AugOutDouble,9295,0.984072492955482,0.963840902696541,loss
236,NStandard,9295,0.9871116101271821,0.9702964002288199,loss
237,NAugWithin,9295,0.988371478798751,0.9725450145562134,loss
238,NAugOut100,9295,0.9874249113617709,0.9704957812245744,loss
239,NAugOutDouble,9295,0.9886872022474762,0.9735433358487844,loss
