,Model Type,seed,Held-out AuROC,Held-out AuPRC,Early Stopping Metric
152,NStandard,4652,0.9082530877607604,0.5915418187077178,loss
153,NAugWithin,4652,0.9210277138665887,0.6784766868019442,loss
154,NAugOut100,4652,0.9104965967977477,0.6281929825064816,loss
155,NAugOutDouble,4652,0.9166827816124492,0.64977138825162,loss
156,RCSumPool,6806,0.9180687355239784,0.6279212748215067,loss
157,RCSumPoolBias,6806,0.9197672508094503,0.6616019888634131,loss
158,RCWeight,6806,0.9192095708240211,0.6427128218648661,loss
159,Siamese,6806,0.9188192805520172,0.6438215281406727,loss
160,Standard,6806,0.9169520040683724,0.6562000783251309,loss
161,AugWithin,6806,0.9122632748751676,0.627139215128753,loss
162,AugOut100,6806,0.9159513002224002,0.6699207141956871,loss
163,AugOutDouble,6806,0.9103612655402936,0.6330949634152355,loss
164,NStandard,6806,0.9139257886860189,0.637227121036898,loss
165,NAugWithin,6806,0.9184561113908939,0.6669059568022148,loss
166,NAugOut100,6806,0.9163901753415821,0.6363127885092504,loss
167,NAugOutDouble,6806,0.9216629856016046,0.6783346183970983,loss
168,RCSumPool,7626,0.9183441296612652,0.6623943190767403,loss
169,RCSumPoolBias,7626,0.9169315689456355,0.6123796736524455,loss
170,RCWeight,7626,0.9117375847714723,0.630234996558344,loss
171,Siamese,7626,0.9135214749824724,0.6376727522009206,loss
172,Standard,7626,0.9175247018117861,0.6382981565362916,loss
173,AugWithin,7626,0.9036360872198469,0.5988257162140352,loss
174,AugOut100,7626,0.9015103201484276,0.6136027382505613,loss
175,AugOutDouble,7626,0.914770108983664,0.6221286937841919,loss
176,NStandard,7626,0.9175660863640402,0.6326478330341156,loss
177,NAugWithin,7626,0.9199434865994969,0.6428613405131927,loss
178,NAugOut100,7626,0.9084822285749395,0.6094781937979907,loss
179,NAugOutDouble,7626,0.9121534189468972,0.6395439675262639,loss
180,RCSumPool,2143,0.920347388857619,0.6525738737473685,loss
181,RCSumPoolBias,2143,0.9169598901056701,0.6282528699938308,loss
182,RCWeight,2143,0.9210807903263145,0.6536451136586152,loss
183,Siamese,2143,0.9172926465925186,0.6301276232729374,loss
184,Standard,2143,0.9031824000653925,0.5624203270728292,loss
185,AugWithin,2143,0.9082650196780631,0.5957979231117142,loss
186,AugOut100,2143,0.918934176686734,0.6529929749331232,loss
187,AugOutDouble,2143,0.9146011420627789,0.6347379225953186,loss
188,NStandard,2143,0.9182570060926838,0.6469141293413617,loss
189,NAugWithin,2143,0.905251661965217,0.5661168111222877,loss
190,NAugOut100,2143,0.9111988312755577,0.6051141478080689,loss
191,NAugOutDouble,2143,0.9219584719904412,0.6630406130017716,loss
192,RCSumPool,3578,0.9166215448184759,0.6396150305105321,loss
193,RCSumPoolBias,3578,0.9160830313323919,0.6389038945385157,loss
194,RCWeight,3578,0.9206153084030323,0.6591242987845117,loss
195,Siamese,3578,0.9185809850771487,0.6574687830175466,loss
196,Standard,3578,0.914058376973978,0.6596167749905706,loss
197,AugWithin,3578,0.9086267487802014,0.6271902287625531,loss
198,AugOut100,3578,0.9175621433453913,0.6595138707451202,loss
199,AugOutDouble,3578,0.898646214263222,0.6133440303794093,loss
200,NStandard,3578,0.9074010528614109,0.6314871136984518,loss
201,NAugWithin,3578,0.9186050546344664,0.6767303422789639,loss
202,NAugOut100,3578,0.914203651495851,0.6508592827718052,loss
203,NAugOutDouble,3578,0.9230804836623251,0.6758178507776822,loss
