,Model Type,seed,Held-out AuROC,Held-out AuPRC,Imbalance
41,RCSumPoolBiasHalf,6806,0.9051454747586463,0.6471377607137482,upsample
42,RCWeight,6806,0.925706191211306,0.6996394608655516,upsample
43,Siamese,6806,0.9270552521831295,0.715546833945654,upsample
44,Standard,6806,0.9202055430476147,0.677062355787443,upsample
45,AugWithin,6806,0.925347753672562,0.7046515564068243,upsample
46,AugOut100,6806,0.9202692828012522,0.6723058294801344,upsample
47,AugOutDouble,6806,0.9188737627836093,0.6773611110350042,upsample
48,NStandard,6806,0.9242200503389763,0.6925947451566186,upsample
49,NAugWithin,6806,0.928732715177728,0.7146620481242718,upsample
50,NAugOut100,6806,0.9242629092373338,0.6898213733603588,upsample
51,NAugOutDouble,6806,0.92195120312128,0.6895869223630303,upsample
52,RCSumPool,7626,0.9235184673164214,0.6962951534373767,upsample
53,RCSumPoolBias,7626,0.9266453839663559,0.705696637223823,upsample
54,RCSumPoolBiasHalf,7626,0.9042902854443775,0.6616619452451604,upsample
55,RCWeight,7626,0.9277734987453657,0.7076593575554855,upsample
56,Siamese,7626,0.926800121732986,0.7078941991772326,upsample
57,Standard,7626,0.9213926316707647,0.6801621170695382,upsample
58,AugWithin,7626,0.9247075103053365,0.7011028798649169,upsample
59,AugOut100,7626,0.9213730194388763,0.697878366281671,upsample
60,AugOutDouble,7626,0.9206797338990433,0.682840714923858,upsample
61,NStandard,7626,0.9247040130192304,0.6937319818599439,upsample
62,NAugWithin,7626,0.9293365799120274,0.7124018131155927,upsample
63,NAugOut100,7626,0.9268077677604533,0.712997592435736,upsample
64,NAugOutDouble,7626,0.9250158543636804,0.6995575959187932,upsample
65,RCSumPool,2143,0.9245415263637771,0.6953789817333073,upsample
66,RCSumPoolBias,2143,0.927254528916933,0.6921048355033743,upsample
67,RCSumPoolBiasHalf,2143,0.9067044414710654,0.658770762151813,upsample
68,RCWeight,2143,0.9269712144552298,0.6838799341399185,upsample
69,Siamese,2143,0.9256816416343271,0.7054798478064448,upsample
70,Standard,2143,0.9218415872028405,0.6905037530628273,upsample
71,AugWithin,2143,0.9285204093388237,0.7042746033492994,upsample
72,AugOut100,2143,0.9219898447040391,0.6805928730667355,upsample
73,AugOutDouble,2143,0.9208812050084427,0.6812615578589493,upsample
74,NStandard,2143,0.9265383395818179,0.7092175038030378,upsample
75,NAugWithin,2143,0.9328635243756727,0.721685009248756,upsample
76,NAugOut100,2143,0.9253230326599892,0.6971216186552124,upsample
77,NAugOutDouble,2143,0.9262778946282783,0.6992455783222234,upsample
78,RCSumPool,3578,0.9238382289852879,0.7005822294682075,upsample
79,RCSumPoolBias,3578,0.9244087666402244,0.6959872187208959,upsample
80,RCSumPoolBiasHalf,3578,0.9061283150157831,0.660190533641292,upsample
81,RCWeight,3578,0.9263367313239436,0.7157752459632449,upsample
82,Siamese,3578,0.9273248860844769,0.7073863840591829,upsample
83,Standard,3578,0.9218120659936516,0.6903999097339385,upsample
84,AugWithin,3578,0.925230217429706,0.7092660186510761,upsample
85,AugOut100,3578,0.9199667675530847,0.6824388721488402,upsample
86,AugOutDouble,3578,0.9180897878148518,0.6741675785255707,upsample
87,NStandard,3578,0.9275216598586165,0.7090212798591462,upsample
88,NAugWithin,3578,0.927800997014552,0.7174682529597673,upsample
89,NAugOut100,3578,0.9259894713858909,0.706094627286338,upsample
90,NAugOutDouble,3578,0.9240955880981456,0.6963782654295733,upsample
91,RCSumPool,1780,0.9247199565294194,0.6944202702664488,upsample
92,RCSumPoolBias,1780,0.9216464249232791,0.6949463256481122,upsample
93,RCSumPoolBiasHalf,1780,0.9134144648850532,0.6689325649260848,upsample
94,RCWeight,1780,0.9268967085463249,0.6984137604801748,upsample
95,Siamese,1780,0.9249449828893563,0.71236867629975,upsample
96,Standard,1780,0.9202644483175174,0.6753347937340894,upsample
97,AugWithin,1780,0.9235883444643036,0.6909647921497143,upsample
98,AugOut100,1780,0.9204324209119605,0.6751408426067819,upsample
99,AugOutDouble,1780,0.9206367035650923,0.679044591141764,upsample
100,NStandard,1780,0.9252728020311141,0.6905724934050955,upsample
101,NAugWithin,1780,0.9267961101400998,0.7048552691624236,upsample
