,Unnamed: 0,Model Type,seed,jsd,pears,spear
0,0,Standard-NoRCAug,1535,0.16911737506607386,0.4863448597752422,0.3938282376857055
1,1,Standard-RCAug,1535,0.1613356123762525,0.5105121821067543,0.41057058878059616
2,2,RCPS,1535,0.16267894056074472,0.5088817109478844,0.40907515869400857
3,3,CJ-trained,1535,0.163293503232534,0.5068380371112147,0.40647607251416745
4,4,CJ-posthoc,1535,0.15794146433506542,0.5244339759399714,0.4181252873367404
5,5,RCPS-half,1535,0.16295684498025834,0.5067339261992718,0.4110181358199846
6,6,Standard-NoRCAug,9999,0.16505256486142056,0.4952426504112786,0.4026756072471551
7,7,Standard-RCAug,9999,0.1609382607609259,0.5135198512725818,0.4116169903226962
8,8,RCPS,9999,0.158486090943397,0.5239274589702582,0.4208189475520482
9,9,CJ-trained,9999,0.16229960957885503,0.5087162713710699,0.4098998525590862
10,10,CJ-posthoc,9999,0.1577648808788418,0.5273770943307027,0.4187973380778307
11,11,RCPS-half,9999,0.16604449446815078,0.4986899562193991,0.40350727088521343
12,12,Standard-NoRCAug,4652,0.16826493765013648,0.4875750587118414,0.39697719689998384
13,13,Standard-RCAug,4652,0.15996350655997302,0.5151470015848351,0.4138296753078549
14,14,RCPS,4652,0.159775233678606,0.5203996887167229,0.41880800928045736
15,15,CJ-trained,4652,0.1632983784708138,0.5074894980083161,0.4075491958166672
16,16,CJ-posthoc,4652,0.1570802358046205,0.5275090957749311,0.4204532955438875
17,17,RCPS-half,4652,0.16609533451827205,0.4941007527126352,0.40049607488021466
18,18,Standard-NoRCAug,6806,0.16699794702277404,0.4911142350887901,0.39954585272364734
19,19,Standard-RCAug,6806,0.16090398405375606,0.5141347269444718,0.41200769080137134
20,20,RCPS,6806,0.15921981294535242,0.5175053888079947,0.4147986805626174
21,21,CJ-trained,6806,0.1653315258543343,0.49996630494718497,0.4022201396880843
22,22,CJ-posthoc,6806,0.15806071347787828,0.5270244046988225,0.4188147867618539
23,23,RCPS-half,6806,0.16286908448006945,0.5085570391053355,0.41005359527110063
24,24,Standard-NoRCAug,7626,0.16612030938768174,0.4938475709708706,0.4008740308632708
25,25,Standard-RCAug,7626,0.16173732908189967,0.5124867753917426,0.4118572463793589
26,26,RCPS,7626,0.1584507668629077,0.5209562547619905,0.4165273159673833
27,27,CJ-trained,7626,0.16310381862046094,0.5082041247193088,0.4078282592965253
28,28,CJ-posthoc,7626,0.15807301088498854,0.5286600567297417,0.4210699485385085
29,29,RCPS-half,7626,0.1627516449873853,0.5062516236743957,0.4091512180598055
30,30,Standard-NoRCAug,2143,0.168131052266585,0.4910941281398951,0.39916487951978863
31,31,Standard-RCAug,2143,0.1607909043784742,0.5124560231528419,0.4120846818780622
32,32,RCPS,2143,0.1632404640721157,0.5071585315427081,0.40737177961934573
33,33,CJ-trained,2143,0.16221192246541807,0.5077767312216952,0.409008703624935
34,34,CJ-posthoc,2143,0.15732196206107454,0.5267402180461295,0.4203625391074941
35,35,RCPS-half,2143,0.16197720184905767,0.5117427233315459,0.4142064645901618
36,36,Standard-NoRCAug,3578,0.17225729471956902,0.471795231725872,0.3872173920968666
37,37,Standard-RCAug,3578,0.16146084080891698,0.5099040958444087,0.4114482740912085
38,38,RCPS,3578,0.15905978287304587,0.522281826162312,0.4192578880447941
39,39,CJ-trained,3578,0.1651684208371154,0.5007066588986158,0.4042532600074826
40,40,CJ-posthoc,3578,0.15776975078012676,0.5256969526793885,0.4205082953042111
41,41,RCPS-half,3578,0.16331891663306355,0.5052450161897234,0.4106038946105025
42,42,Standard-NoRCAug,1780,0.17254482140563304,0.4723684570040256,0.3866461562291806
43,43,Standard-RCAug,1780,0.16183775373316348,0.5094766101657838,0.41043534212239613
44,44,RCPS,1780,0.1594267881637611,0.5175870486947968,0.4136229221878949
45,45,CJ-trained,1780,0.16332163096039767,0.5044530648053553,0.4055622845309228
46,46,CJ-posthoc,1780,0.15828449463803013,0.5241224946070286,0.4191058118657769
47,47,RCPS-half,1780,0.16894081002138392,0.4853362982185453,0.39514196005881547
48,48,Standard-NoRCAug,6117,0.16614784145936234,0.493395573373389,0.4007386345057729
49,49,Standard-RCAug,6117,0.16086008089472262,0.5130458541107911,0.4118241636160733
50,50,RCPS,6117,0.15799799571442835,0.521809235960448,0.4174321773429662
51,51,CJ-trained,6117,0.1627521788415954,0.5067583312226323,0.407633206930655
52,52,CJ-posthoc,6117,0.1575978015556697,0.5276254866973451,0.41994065570125694
53,53,RCPS-half,6117,0.16276126230470106,0.5020180590024543,0.4054641436855679
54,54,Standard-NoRCAug,9295,0.16831708876647547,0.4901799323396407,0.3976786927610347
55,55,Standard-RCAug,9295,0.16022208492922513,0.5156021769918385,0.4154649741101584
56,56,RCPS,9295,0.15827549684361644,0.5192783399004793,0.4172944624253065
57,57,CJ-trained,9295,0.16245384911746955,0.5087662354324455,0.4066344867482947
58,58,CJ-posthoc,9295,0.15677567501982098,0.5302212684891957,0.4239568446608435
59,59,RCPS-half,9295,0.16064350574202788,0.5128473815234004,0.4124622717802506
0,0,CJRCPS,1535,0.16234155797609526,0.5108859575062193,0.4097855311774774
1,1,CJRCPS,9999,0.16173419552919016,0.5129464144503418,0.41238500667130495
2,2,CJRCPS,4652,0.1594559080447291,0.5165587767237863,0.41328391459078334
3,3,CJRCPS,6806,0.16086576323391286,0.5120766799104439,0.4117989697680877
4,4,CJRCPS,7626,0.16128010060898804,0.5119303589941403,0.4105796663217584
5,5,CJRCPS,2143,0.16000116553296556,0.5169933829561993,0.4150860578201958
